NAMN,ÅLDER_PÅ_VALDAGEN,KÖN,PARTIBETECKNING,PARTIFÖRKORTNING
Kajsa Fredholm,60,K,Vänsterpartiet,V
Hans Esselöv,54,M,Vänsterpartiet,V
Åsa Brolin,57,K,Vänsterpartiet,V
Sten-Olof Eklund,66,M,Vänsterpartiet,V
Fia Wikström,57,K,Vänsterpartiet,V
David Örnberg,58,M,Vänsterpartiet,V
Frida Holmgren,41,K,Vänsterpartiet,V
Lars-Erik Bech,64,M,Vänsterpartiet,V
Yvonne Ineteg,75,K,Vänsterpartiet,V
Kjell Nordqvist,69,M,Vänsterpartiet,V
Lorena Diaz Pohl,53,K,Vänsterpartiet,V
Karin Ek Lissbol,69,K,Vänsterpartiet,V
Martin Hannus,35,M,Vänsterpartiet,V
Pia Aronsson,71,K,Vänsterpartiet,V
Rikard Rudolfsson,45,M,Vänsterpartiet,V
Ida Friberg,48,K,Vänsterpartiet,V
Patrik Liljeglöd,43,M,Vänsterpartiet,V
Valida Cicen,38,K,Vänsterpartiet,V
Anton Ek,41,M,Vänsterpartiet,V
Camilla Nyman,51,K,Vänsterpartiet,V
Robert Österlund,52,M,Vänsterpartiet,V
Patrik Lundqvist,38,M,Arbetarepartiet-Socialdemokraterna,S
Elisabeth Swedman,65,K,Arbetarepartiet-Socialdemokraterna,S
Ahmed Amin,34,M,Arbetarepartiet-Socialdemokraterna,S
Kerstin Almén,59,K,Arbetarepartiet-Socialdemokraterna,S
Magnus Jonsson,50,M,Arbetarepartiet-Socialdemokraterna,S
Lena Svahn,45,K,Arbetarepartiet-Socialdemokraterna,S
Patrik Bossen,35,M,Arbetarepartiet-Socialdemokraterna,S
Jessica Stenberg,40,K,Arbetarepartiet-Socialdemokraterna,S
Ghaith Al-Tameemi,22,M,Arbetarepartiet-Socialdemokraterna,S
Lena Sund Berglund,61,K,Arbetarepartiet-Socialdemokraterna,S
Battal Batti,72,M,Arbetarepartiet-Socialdemokraterna,S
Sanna Backeskog,37,K,Arbetarepartiet-Socialdemokraterna,S
Susanne Östh,52,K,Arbetarepartiet-Socialdemokraterna,S
Jamill Barikzey,40,M,Arbetarepartiet-Socialdemokraterna,S
Shida Kinuka,57,K,Arbetarepartiet-Socialdemokraterna,S
Najib Bege,27,M,Arbetarepartiet-Socialdemokraterna,S
Barbro Andersson,61,K,Arbetarepartiet-Socialdemokraterna,S
Peter Kärnström,56,M,Arbetarepartiet-Socialdemokraterna,S
Ylva Ivarsson,56,K,Arbetarepartiet-Socialdemokraterna,S
Jan Nordlinder,58,M,Arbetarepartiet-Socialdemokraterna,S
Petra Elfström,43,K,Arbetarepartiet-Socialdemokraterna,S
Kristoffer Lindberg,30,M,Arbetarepartiet-Socialdemokraterna,S
Linnéa Wickman,29,K,Arbetarepartiet-Socialdemokraterna,S
Jim Svensk Larm,34,M,Arbetarepartiet-Socialdemokraterna,S
Alexandra Gard,33,K,Arbetarepartiet-Socialdemokraterna,S
Daniel Olsson,34,M,Arbetarepartiet-Socialdemokraterna,S
Linda Marie Anttila,41,K,Arbetarepartiet-Socialdemokraterna,S
Ola Wigg,44,M,Arbetarepartiet-Socialdemokraterna,S
Edvin Säll,19,M,Centerpartiet,C
Jakob Staland,45,M,Centerpartiet,C
Efrem Habti,41,M,Centerpartiet,C
Cina Olsson,26,K,Centerpartiet,C
Anders Ekman,35,M,Centerpartiet,C
Karin Snell Ivarsson,50,K,Centerpartiet,C
Jesse Ljung,29,M,Centerpartiet,C
Viktor Prim,37,M,Centerpartiet,C
Helena Torstensson,57,K,Centerpartiet,C
Lisa B Östman,57,K,Centerpartiet,C
Matilda Göransson,32,K,Centerpartiet,C
Helena Blom,51,K,Centerpartiet,C
Karin Ånöstam,63,K,Centerpartiet,C
Magnus Bratt,64,M,Centerpartiet,C
Paulina Lingers,38,K,Centerpartiet,C
Sven-Ulrich Ohlsson,60,M,Centerpartiet,C
Wilhelm Westberg,25,M,Centerpartiet,C
Mattias Björlestrand,45,M,Centerpartiet,C
Aron Bergman,21,M,Centerpartiet,C
Martina Eriksson,44,K,Centerpartiet,C
Hans Jonsson,56,M,Centerpartiet,C
Sören Eriksson,77,M,Centerpartiet,C
Ingrid Bryntse,66,K,Centerpartiet,C
Marina Nilsson,48,K,Centerpartiet,C
Johanna Hildinsson,34,K,Centerpartiet,C
Nicklas Fredriksson,49,M,Centerpartiet,C
Elisabeth Eriksson,56,K,Centerpartiet,C
Ann-Helen Persson,55,K,Centerpartiet,C
Anton Stark,24,M,Centerpartiet,C
Pär-Olof Stål,55,M,Centerpartiet,C
Martin Eriksson,26,M,Centerpartiet,C
Julia Cederstrand,31,K,Centerpartiet,C
Björn Brink,76,M,Centerpartiet,C
Ingemar Kalén,73,M,Kristdemokraterna,KD
Jennie Forsblom,46,K,Kristdemokraterna,KD
Lars Österberg,57,M,Kristdemokraterna,KD
Anders Bergsten,75,M,Kristdemokraterna,KD
Jan Myléus,51,M,Kristdemokraterna,KD
Annika Sjögren,46,K,Kristdemokraterna,KD
David Arwe,41,M,Kristdemokraterna,KD
Jan-Eric Andersson,56,M,Kristdemokraterna,KD
Olle Persson,75,M,Kristdemokraterna,KD
Daniel Weiss,43,M,Kristdemokraterna,KD
Deborah Ishimwe,24,K,Kristdemokraterna,KD
Elisabeth Winsjansen,69,K,Kristdemokraterna,KD
Råsie Sigvardsson-Berbres,66,K,Kristdemokraterna,KD
Bertil Eriksson,73,M,Kristdemokraterna,KD
Andreas Kissner,48,M,Kristdemokraterna,KD
Anders Ramstrand,64,M,Kristdemokraterna,KD
Rosmari Holmgren,67,K,Kristdemokraterna,KD
Jan Nilsson,46,M,Kristdemokraterna,KD
Nadia Myléus,51,K,Kristdemokraterna,KD
PiaKerstin Silverdal,66,K,Kristdemokraterna,KD
Magnus Natander,46,M,Kristdemokraterna,KD
Majvor Lisselg,64,K,Kristdemokraterna,KD
Gunnar Canslätt,64,M,Kristdemokraterna,KD
Roger Kastman,72,M,Kristdemokraterna,KD
Mats Persson,51,M,Kristdemokraterna,KD
Anita Johansson-Osséen,75,K,Kristdemokraterna,KD
Peter Åkerström,53,M,Kristdemokraterna,KD
Rosalie Carlén,76,K,Kristdemokraterna,KD
Kent Sjöberg,76,M,Kristdemokraterna,KD
Mårten Bjöörn,20,M,Liberalerna (tidigare Folkpartiet),L
Sarah Andersson,36,K,Liberalerna (tidigare Folkpartiet),L
Emelie Pettersson,27,K,Liberalerna (tidigare Folkpartiet),L
Harald Noreus,75,M,Liberalerna (tidigare Folkpartiet),L
Patrick Sjöstedt,56,M,Liberalerna (tidigare Folkpartiet),L
John-Olof Hermanson,77,M,Liberalerna (tidigare Folkpartiet),L
Ingrid Björklund,77,K,Liberalerna (tidigare Folkpartiet),L
Bertil Skoog,55,M,Liberalerna (tidigare Folkpartiet),L
Thomas Lundqvist,55,M,Liberalerna (tidigare Folkpartiet),L
Suzanne Blomqvist,74,K,Liberalerna (tidigare Folkpartiet),L
Helena Englund,58,K,Liberalerna (tidigare Folkpartiet),L
Henning Rinne,18,M,Liberalerna (tidigare Folkpartiet),L
Ingemar Ehn,81,M,Liberalerna (tidigare Folkpartiet),L
Henrik Estander,27,M,Liberalerna (tidigare Folkpartiet),L
Kent Olsson,57,M,Liberalerna (tidigare Folkpartiet),L
Naome Ruzindana Bayera,47,K,Liberalerna (tidigare Folkpartiet),L
Kristofer Dahlgren,31,M,Liberalerna (tidigare Folkpartiet),L
Carina Östansjö,68,K,Liberalerna (tidigare Folkpartiet),L
Magnus Ludvigsson,47,M,Liberalerna (tidigare Folkpartiet),L
Carina Ericsson,68,K,Liberalerna (tidigare Folkpartiet),L
Daniel Ekblom,58,M,Miljöpartiet de gröna,MP
Anarbek Asylbashev,41,M,Miljöpartiet de gröna,MP
Madelene Håkansson,37,K,Miljöpartiet de gröna,MP
Martin Gombrii,37,M,Miljöpartiet de gröna,MP
Ann-Katrin Myles,74,K,Miljöpartiet de gröna,MP
Kristoffer Kavallin,39,M,Miljöpartiet de gröna,MP
Catarina Qviberg,65,K,Miljöpartiet de gröna,MP
Lina Johnsson,41,K,Miljöpartiet de gröna,MP
Lászlo Gönczi,77,M,Miljöpartiet de gröna,MP
Sabina Rossini,48,K,Miljöpartiet de gröna,MP
Therese Metz,38,K,Miljöpartiet de gröna,MP
Christoffer Carstens,41,M,Miljöpartiet de gröna,MP
Keli Yen,41,K,Miljöpartiet de gröna,MP
Roger Persson,58,M,Miljöpartiet de gröna,MP
Angelica Äng,49,K,Miljöpartiet de gröna,MP
Göran Sjöstedt,78,M,Miljöpartiet de gröna,MP
Ulrika Dahlberg,51,K,Miljöpartiet de gröna,MP
Claes B. Jakobsson,73,M,Miljöpartiet de gröna,MP
Olov Östlund,64,M,Miljöpartiet de gröna,MP
Joel Olsson,41,M,Miljöpartiet de gröna,MP
Roland Johansson,71,M,Miljöpartiet de gröna,MP
Joann Ling,31,K,Miljöpartiet de gröna,MP
Helene Börjesson,56,K,Miljöpartiet de gröna,MP
Mårten Gulin,56,M,Miljöpartiet de gröna,MP
Karin Jansson,67,K,Miljöpartiet de gröna,MP
Ulla Gustafsson Jonsson,75,K,Miljöpartiet de gröna,MP
Emma Karlsson,31,K,Moderaterna,M
Cecilia Ajanovic,42,K,Moderaterna,M
Pekka Seitola,64,M,Moderaterna,M
Jonny Bratberg,49,M,Moderaterna,M
Niclas Bornegrim,57,M,Moderaterna,M
Håkan Rönström,70,M,Moderaterna,M
Maria Lundin,57,K,Moderaterna,M
Magnus Isomäki,43,M,Moderaterna,M
Peter Hallgren Stjerndorff,55,M,Moderaterna,M
Tommy Ljung,75,M,Moderaterna,M
Viktor Wärnick,31,M,Moderaterna,M
Petri Ekorre,55,M,Moderaterna,M
Pernilla Färlin,57,K,Moderaterna,M
Linus Gunnarsson,37,M,Moderaterna,M
Kennet Hedman,65,M,Moderaterna,M
Thomas Evensson,54,M,Moderaterna,M
Peter Johansson,51,M,Moderaterna,M
Li-Yu Chen Andersson,56,K,Moderaterna,M
Johan Raumer,38,M,Moderaterna,M
Eva Enmarker,57,K,Moderaterna,M
Mattias Lindblom,44,M,Moderaterna,M
Åsa Äng Eriksson,62,K,Moderaterna,M
Lars Erik Agebro,56,M,Moderaterna,M
Viktor Landström,28,M,Moderaterna,M
Roy Vonborg,49,M,Moderaterna,M
Henrik Ahlstedt,41,M,Moderaterna,M
Lennart Brolin,48,M,Moderaterna,M
Mikael Jonsson,55,M,Moderaterna,M
Maria Unborg,37,K,Moderaterna,M
Lars Hed,41,M,Moderaterna,M
Anders Hedman,56,M,Moderaterna,M
Emelie Taimi,25,K,Moderaterna,M
Adam Rydstedt,26,M,Moderaterna,M
Marjo Myllykoski,54,K,Moderaterna,M
Birgittha Bjerkén,69,K,Moderaterna,M
Eva Marja Andersson,67,K,Moderaterna,M
Jonas Brindmark,44,M,Moderaterna,M
Daniel Persson,40,M,Sverigedemokraterna,SD
Liz Zachariasson,31,K,Sverigedemokraterna,SD
Camilla Westman,55,K,Sverigedemokraterna,SD
Per Kihlgren,56,M,Sverigedemokraterna,SD
Anna-Karin Åström,50,K,Sverigedemokraterna,SD
Therese Johansson,54,K,Sverigedemokraterna,SD
Stefan Nordin,62,M,Sverigedemokraterna,SD
Anna Sundberg,45,K,Sverigedemokraterna,SD
Margon Johansen,50,M,Sverigedemokraterna,SD
Mikael Brykner,40,M,Sverigedemokraterna,SD
Yvonne Andersson,71,K,Sverigedemokraterna,SD
Sandra Hölzgen,25,K,Sverigedemokraterna,SD
Samuel Gonzalez Westling,39,M,Vänsterpartiet,V
Ulrica Högbergh,56,K,Vänsterpartiet,V
Martin Sund Svensson,41,M,Vänsterpartiet,V
Anette Forslin,56,K,Vänsterpartiet,V
Alexander Lemoine,28,M,Vänsterpartiet,V
Jonna Källström Böresson,42,K,Vänsterpartiet,V
Olle Jonsson,34,M,Vänsterpartiet,V
Gabriella Eidhagen,37,K,Vänsterpartiet,V
Andreas Broström,34,M,Vänsterpartiet,V
Eva Blomberg Svensson,67,K,Vänsterpartiet,V
Ingemar Börjesson,70,M,Vänsterpartiet,V
Charlotta Lagnander,63,K,Vänsterpartiet,V
Kristina Sjöström,64,K,Vänsterpartiet,V
Petter Bykvist,46,M,Vänsterpartiet,V
Siv Cavallin,64,K,Vänsterpartiet,V
Lars B Andersson,53,M,Vänsterpartiet,V
Maritha Johansson,69,K,Vänsterpartiet,V
Kristoffer Löfgren,36,M,Vänsterpartiet,V
Susan Kangosjärvi Persson,51,K,Vänsterpartiet,V
Anna-Lena Vestin,54,K,Vänsterpartiet,V
Joel Nordkvist,36,M,Vänsterpartiet,V
Anton Larsson,30,M,Vänsterpartiet,V
Yvonne Oscarsson,67,K,Vänsterpartiet,V
Zaradesht Bekir,55,M,Vänsterpartiet,V
Petra Modée,54,K,Vänsterpartiet,V
Seppo Laine,64,M,Vänsterpartiet,V
Malin Larsson,42,K,Arbetarepartiet-Socialdemokraterna,S
Mikael Sjölund,52,M,Arbetarepartiet-Socialdemokraterna,S
Jenny Westerlund,44,K,Arbetarepartiet-Socialdemokraterna,S
Mikael Malmén,48,M,Arbetarepartiet-Socialdemokraterna,S
Jeanette Hedlund,39,K,Arbetarepartiet-Socialdemokraterna,S
Johan Engström Lockner,36,M,Arbetarepartiet-Socialdemokraterna,S
Nina Skyttberg,43,K,Arbetarepartiet-Socialdemokraterna,S
Johan Nilsson Alsterbåge,25,M,Arbetarepartiet-Socialdemokraterna,S
Malvina Falk Hamberg,27,K,Arbetarepartiet-Socialdemokraterna,S
Krister Mc Carthy,51,M,Arbetarepartiet-Socialdemokraterna,S
Olga Back,58,K,Arbetarepartiet-Socialdemokraterna,S
Peter Hedberg,31,M,Arbetarepartiet-Socialdemokraterna,S
Jan Lahti,41,M,Arbetarepartiet-Socialdemokraterna,S
Åsa Sjödén,52,K,Arbetarepartiet-Socialdemokraterna,S
Osman Saidabdala,33,M,Arbetarepartiet-Socialdemokraterna,S
Ann-Sofie Karlsson Ågren,47,K,Arbetarepartiet-Socialdemokraterna,S
Anna-Belle Strömberg,57,K,Arbetarepartiet-Socialdemokraterna,S
Peder Björk,46,M,Arbetarepartiet-Socialdemokraterna,S
Johanna Bergsten,38,K,Arbetarepartiet-Socialdemokraterna,S
Magnus Oskarsson,60,M,Arbetarepartiet-Socialdemokraterna,S
Lisa Tynnemark,30,K,Arbetarepartiet-Socialdemokraterna,S
Jan Filipsson,54,M,Arbetarepartiet-Socialdemokraterna,S
Sara Sjödin,36,K,Arbetarepartiet-Socialdemokraterna,S
Valencia Igiraneza,19,K,Centerpartiet,C
Dunia Ali,32,K,Centerpartiet,C
Andreas Jansson,33,M,Centerpartiet,C
Anneli Rehnfors,64,K,Centerpartiet,C
Anders Åkerman,64,M,Centerpartiet,C
Niklas Edén,57,M,Centerpartiet,C
Margareta Andreasson,39,K,Centerpartiet,C
Jonny Lundin,51,M,Centerpartiet,C
Kjell Bergkvist,67,M,Centerpartiet,C
Anna-Britta Åkerlind,61,K,Centerpartiet,C
Helena Elfvén,55,K,Centerpartiet,C
Peder Svensson,29,M,Centerpartiet,C
Josefine Båsk,28,K,Centerpartiet,C
Christina Lindberg,61,K,Centerpartiet,C
Magnus Persson,58,M,Centerpartiet,C
Ida Stafrin,40,K,Centerpartiet,C
Marcus Ekström,30,M,Centerpartiet,C
Anna-Lena Lindberg,54,K,Centerpartiet,C
Ulrika Sundgren,57,K,Centerpartiet,C
Håkan Gunnarsson,45,M,Centerpartiet,C
Johan Wester,32,M,Centerpartiet,C
Maja Carlgren,61,K,Centerpartiet,C
Henrik Hägglund,45,M,Centerpartiet,C
Per Granqvist,57,M,Centerpartiet,C
Vivi-Anne Olsson,60,K,Centerpartiet,C
Jessica Ulander,43,K,Centerpartiet,C
Erik Orrell,23,M,Centerpartiet,C
Hans Forsberg,38,M,Centerpartiet,C
Åsa Eriksson,51,K,Centerpartiet,C
Magdalena Flemström,56,K,Centerpartiet,C
Karl Rönnkvist,23,M,Centerpartiet,C
Magnus Jakobsson,54,M,Kristdemokraterna,KD
Joseph Daibess,52,M,Kristdemokraterna,KD
Christina Ögrim,78,K,Kristdemokraterna,KD
Stefan Hill,58,M,Kristdemokraterna,KD
Maria Borgehammar,49,K,Kristdemokraterna,KD
Kjell Grip,65,M,Kristdemokraterna,KD
Ronja Strid,28,K,Kristdemokraterna,KD
Ingemar Wiklander,73,M,Kristdemokraterna,KD
Joachim Jonsson,35,M,Kristdemokraterna,KD
Anastasie Mukabera,54,K,Kristdemokraterna,KD
Wictor Strand,19,M,Kristdemokraterna,KD
Mona Lundqvist,77,K,Kristdemokraterna,KD
Lars Eidenvall,57,M,Kristdemokraterna,KD
Gunlög Jacobsson,66,K,Kristdemokraterna,KD
Ina Lindström Skandevall,41,K,Liberalerna (tidigare Folkpartiet),L
Peter Andelid,73,M,Liberalerna (tidigare Folkpartiet),L
Iréne Wallström,65,K,Liberalerna (tidigare Folkpartiet),L
Sven-Åke Vest,76,M,Liberalerna (tidigare Folkpartiet),L
Elisabeth Jäntti,32,K,Liberalerna (tidigare Folkpartiet),L
Rana Cheechman,43,K,Liberalerna (tidigare Folkpartiet),L
Per Fredheim,73,M,Liberalerna (tidigare Folkpartiet),L
Stefan Falk,63,M,Liberalerna (tidigare Folkpartiet),L
Jonas Lundgren,54,M,Liberalerna (tidigare Folkpartiet),L
Bror Wallström,74,M,Liberalerna (tidigare Folkpartiet),L
Annelie Luthman,57,K,Liberalerna (tidigare Folkpartiet),L
Eva-Britt Fredheim,76,K,Liberalerna (tidigare Folkpartiet),L
Michael Westin,37,M,Liberalerna (tidigare Folkpartiet),L
Camilla Nilsson,51,K,Liberalerna (tidigare Folkpartiet),L
Arne Perming,70,M,Liberalerna (tidigare Folkpartiet),L
Lars Holmgren,70,M,Liberalerna (tidigare Folkpartiet),L
Bengt Jansson,68,M,Liberalerna (tidigare Folkpartiet),L
Jenny Lansink,50,K,Liberalerna (tidigare Folkpartiet),L
Arne Engholm,74,M,Liberalerna (tidigare Folkpartiet),L
Anna Andersson,62,K,Liberalerna (tidigare Folkpartiet),L
Megan Sandberg,75,K,Liberalerna (tidigare Folkpartiet),L
Olle Löfgren,43,M,Liberalerna (tidigare Folkpartiet),L
Anders Nylander,65,M,Liberalerna (tidigare Folkpartiet),L
Gudrun Molander,74,K,Liberalerna (tidigare Folkpartiet),L
Per Lannerhed,64,M,Liberalerna (tidigare Folkpartiet),L
Elin Eriksson,37,K,Liberalerna (tidigare Folkpartiet),L
RosMarie Sandin,46,K,Liberalerna (tidigare Folkpartiet),L
Agneta Johansson,74,K,Liberalerna (tidigare Folkpartiet),L
Olov Asplund,51,M,Liberalerna (tidigare Folkpartiet),L
Bengt Molander,76,M,Liberalerna (tidigare Folkpartiet),L
Gun Stefansson,65,K,Liberalerna (tidigare Folkpartiet),L
Tomas Pålsson,39,M,Liberalerna (tidigare Folkpartiet),L
Ewa Palmberg,77,K,Liberalerna (tidigare Folkpartiet),L
Anna-Karin Hedman,51,K,Liberalerna (tidigare Folkpartiet),L
Lars Persson Skandevall,49,M,Liberalerna (tidigare Folkpartiet),L
Matts Söderberg,69,M,Liberalerna (tidigare Folkpartiet),L
Peter Granåsen,61,M,Liberalerna (tidigare Folkpartiet),L
Eva Olstedt-Lundgren,53,K,Liberalerna (tidigare Folkpartiet),L
Leif Palmberg,75,M,Liberalerna (tidigare Folkpartiet),L
Mathias Lindwe,35,M,Liberalerna (tidigare Folkpartiet),L
Johanna Simonsson,30,K,Miljöpartiet de gröna,MP
Mattias Sjölander,42,M,Miljöpartiet de gröna,MP
Helena Elfvendal,38,K,Miljöpartiet de gröna,MP
Mathias Rex,37,M,Miljöpartiet de gröna,MP
Hibo Abdullahi,44,K,Miljöpartiet de gröna,MP
Måns Palmstierna Burenius,64,M,Miljöpartiet de gröna,MP
Olof Dahlberg,49,M,Miljöpartiet de gröna,MP
Karin Frejarö,43,K,Miljöpartiet de gröna,MP
Angel Villaverde,59,M,Miljöpartiet de gröna,MP
Brita Wessinger,68,K,Miljöpartiet de gröna,MP
Lena Schölander,70,K,Miljöpartiet de gröna,MP
Magnus Bylund,45,M,Miljöpartiet de gröna,MP
Birgitta Skoglund,62,K,Miljöpartiet de gröna,MP
Birgir Hjörleifsson,65,M,Miljöpartiet de gröna,MP
Joakim Byström,53,M,Miljöpartiet de gröna,MP
Per Sander,55,M,Miljöpartiet de gröna,MP
Johanna Thurdin,51,K,Miljöpartiet de gröna,MP
Knapp Britta Thyr,38,K,Miljöpartiet de gröna,MP
Johan Sundqvist,40,M,Miljöpartiet de gröna,MP
Åsa Melander,42,K,Moderaterna,M
Kristoffer Bodin,38,M,Moderaterna,M
Anna Strandh Proos,48,K,Moderaterna,M
Eva Bergström Edström,56,K,Moderaterna,M
Johannes Nordin,30,M,Moderaterna,M
Oskar Andersson,23,M,Moderaterna,M
Thomas Flank,55,M,Moderaterna,M
Ulrika Frestadius,52,K,Moderaterna,M
Christian Wasell,62,M,Moderaterna,M
Håkan Svensson,45,M,Moderaterna,M
Eva-Clara Viklund,52,K,Moderaterna,M
Carl L Thunberg,58,M,Moderaterna,M
Tom Jonsson,56,M,Moderaterna,M
Johan Sjöblom,38,M,Moderaterna,M
Oskar Brusell,26,M,Moderaterna,M
Annica Jonsson,45,K,Moderaterna,M
Signe Weiss,52,K,Moderaterna,M
Anders Gäfvert,65,M,Moderaterna,M
Tony Andersson,54,M,Moderaterna,M
Cecilia Backlund,36,K,Moderaterna,M
Mikael Gäfvert,61,M,Moderaterna,M
Ulf Lindholm,59,M,Sverigedemokraterna,SD
Mats Hellhoff,68,M,Sverigedemokraterna,SD
Tommy Nilsson,77,M,Sverigedemokraterna,SD
Kevin Sahlin,21,M,Sverigedemokraterna,SD
Glenn Sehlin,63,M,Sverigedemokraterna,SD
Cristian Haglund,37,M,Sverigedemokraterna,SD
Charlotte Bystedt,36,K,Sverigedemokraterna,SD
Marianne Larsson,61,K,Sverigedemokraterna,SD
Erik Thunefors,66,M,Sverigedemokraterna,SD
Bengt Sörlin,54,M,Sverigedemokraterna,SD
Martin Andersson,19,M,Sverigedemokraterna,SD
Mats Wallin,56,M,Sverigedemokraterna,SD
Isabell Mixter,33,K,Vänsterpartiet,V
Sebastian Gunnesson,39,M,Vänsterpartiet,V
Natalia Sjöberg,47,K,Vänsterpartiet,V
Thomas Lundberg,75,M,Vänsterpartiet,V
Karin Gustavsson,63,K,Vänsterpartiet,V
Camilla Öhresten,38,K,Vänsterpartiet,V
Stefan Häggblad,58,M,Vänsterpartiet,V
Klara Hedin,31,K,Vänsterpartiet,V
Michael Carlsson,36,M,Vänsterpartiet,V
Johanna Fahlberg,33,K,Vänsterpartiet,V
Hans Bergstedt,69,M,Vänsterpartiet,V
Ulrica Ödebygd,50,K,Vänsterpartiet,V
Emelie Gårdman,35,K,Vänsterpartiet,V
Alireza Samadi,34,M,Vänsterpartiet,V
Elisabeth Pettersson,33,K,Vänsterpartiet,V
Sebastian Nygren,34,M,Vänsterpartiet,V
Erfan Kakahani,38,M,Vänsterpartiet,V
Nina Orefjärd,38,K,Vänsterpartiet,V
Daniel Berglund,38,M,Vänsterpartiet,V
Maritza Villanueva Contreras,51,K,Vänsterpartiet,V
Niklas Evaldsson,41,M,Vänsterpartiet,V
Eva Arph Wernström,52,K,Vänsterpartiet,V
Anna-Caren Sätherberg,57,K,Arbetarepartiet-Socialdemokraterna,S
Pelle Johansson,46,M,Arbetarepartiet-Socialdemokraterna,S
Britt Carlsson,74,K,Arbetarepartiet-Socialdemokraterna,S
Morgan Olsson,38,M,Arbetarepartiet-Socialdemokraterna,S
Alma Karlsson,23,K,Arbetarepartiet-Socialdemokraterna,S
Göran Påhlson,68,M,Arbetarepartiet-Socialdemokraterna,S
Susanne Pettersson Graff,53,K,Arbetarepartiet-Socialdemokraterna,S
Lars Björk,56,M,Arbetarepartiet-Socialdemokraterna,S
Kalle Olsson,38,M,Arbetarepartiet-Socialdemokraterna,S
Lena Bäckelin,58,K,Arbetarepartiet-Socialdemokraterna,S
Anders Frimert,49,M,Arbetarepartiet-Socialdemokraterna,S
Therese Kärngard,47,K,Arbetarepartiet-Socialdemokraterna,S
Bertil Johansson,56,M,Arbetarepartiet-Socialdemokraterna,S
Jenny Sellsve,31,K,Arbetarepartiet-Socialdemokraterna,S
Jean Luc Kabisa,41,M,Arbetarepartiet-Socialdemokraterna,S
Rebecca Sjöstedt,33,K,Arbetarepartiet-Socialdemokraterna,S
Henrik Storm Dyrssen,38,M,Centerpartiet,C
Kristina Berging,20,K,Centerpartiet,C
Andreas Karlsson,55,M,Centerpartiet,C
Cristine Persson,56,K,Centerpartiet,C
Patrik Andersson,35,M,Centerpartiet,C
Lisa Sjelin,43,K,Centerpartiet,C
Johannes Andersson,31,M,Centerpartiet,C
Susanne Moänge,58,K,Centerpartiet,C
Peter Johansson,34,M,Centerpartiet,C
Kerstin Engkvist,62,K,Centerpartiet,C
Daniel Danielsson,44,M,Centerpartiet,C
Annika Myhr,55,K,Centerpartiet,C
Effie Kourlos,41,K,Centerpartiet,C
Karin Jonsson,56,K,Centerpartiet,C
Anders Häggkvist,58,M,Centerpartiet,C
Mats Gärd,58,M,Centerpartiet,C
Malin Bergman,46,K,Centerpartiet,C
Mikael Westin,58,M,Centerpartiet,C
Emma Ivarsson,29,K,Centerpartiet,C
Stefan Nilsson,74,M,Kristdemokraterna,KD
Linnea Haggren,42,K,Kristdemokraterna,KD
Lena Persson,61,K,Kristdemokraterna,KD
Andrea Hedenborg,27,K,Kristdemokraterna,KD
Bo Olof Stefan Eriksson,57,M,Kristdemokraterna,KD
Rasmus Ericsson,27,M,Kristdemokraterna,KD
Tina Andersson,50,K,Kristdemokraterna,KD
Björn Lekedal,67,M,Kristdemokraterna,KD
Maj-Britt Olofsson,66,K,Kristdemokraterna,KD
Sebastian Hedenborg,26,M,Kristdemokraterna,KD
Astrid Tronde,48,K,Kristdemokraterna,KD
Stig Andersson,70,M,Kristdemokraterna,KD
Elin Swärd,29,K,Kristdemokraterna,KD
Kjell Sundholm,55,M,Kristdemokraterna,KD
Lars-Olof Eliasson,76,M,Kristdemokraterna,KD
Lars-Erik Olofsson,64,M,Kristdemokraterna,KD
Karl-Erik Lundin,71,M,Kristdemokraterna,KD
Emanuel Sandberg,85,M,Kristdemokraterna,KD
Daniel Wikberg,48,M,Kristdemokraterna,KD
Andreas Höög,45,M,Kristdemokraterna,KD
Gustav Magnusson,57,M,Kristdemokraterna,KD
Bertil Sivertsson,70,M,Kristdemokraterna,KD
Margareta Mahmoud Persson,57,K,Kristdemokraterna,KD
Thomas Gutke,74,M,Liberalerna (tidigare Folkpartiet),L
Eva Jönsson,56,K,Liberalerna (tidigare Folkpartiet),L
Mats El Kott,73,M,Liberalerna (tidigare Folkpartiet),L
Marianne Åslund,63,K,Liberalerna (tidigare Folkpartiet),L
Jimmy Dahlberg,41,M,Liberalerna (tidigare Folkpartiet),L
Kia Carlsson,75,K,Liberalerna (tidigare Folkpartiet),L
Finn Cromberger,77,M,Liberalerna (tidigare Folkpartiet),L
Annica Nordell,76,K,Liberalerna (tidigare Folkpartiet),L
Ulf Pettersson,58,M,Liberalerna (tidigare Folkpartiet),L
Margareta Widell,75,K,Liberalerna (tidigare Folkpartiet),L
Thord Eric Nilsson,80,M,Liberalerna (tidigare Folkpartiet),L
Lennart Ledin,78,M,Liberalerna (tidigare Folkpartiet),L
Eva-Britt Boij,67,K,Liberalerna (tidigare Folkpartiet),L
Johan Näslund,50,M,Liberalerna (tidigare Folkpartiet),L
Karin Bondeson,45,K,Liberalerna (tidigare Folkpartiet),L
Roger Bergebo,63,M,Liberalerna (tidigare Folkpartiet),L
Ariane Briant Kjellson,48,K,Liberalerna (tidigare Folkpartiet),L
